ticker,bench,events_total,events_pre_total,events_intra_total,events_post_total,blue_any_rate,blue_hard_rate,blue_soft_rate,ark_any_rate,ark_hard_rate,ark_soft_rate,print_any_rate,print_hard_rate,print_soft_rate,open_any_rate,open_hard_rate,open_soft_rate,global_any_rate,global_hard_rate,global_soft_rate,intra_any_rate,intra_hard_rate,intra_soft_rate,post_any_rate,post_hard_rate,post_soft_rate,corr,beta,sigma
ICOI,SPY,64,45,19,0,0.022222222222222223,0.0,0.022222222222222223,0.28888888888888886,0.022222222222222223,0.26666666666666666,0.3111111111111111,0.044444444444444446,0.26666666666666666,0.5111111111111111,0.1111111111111111,0.4,0.6,0.06666666666666667,0.5333333333333333,0.0,0.0,0.0,,,,0.87,2.85,1.78
ICOP,IWM,27,21,6,0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.2857142857142857,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.14285714285714285,0.19047619047619047,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,,,,0.84,1.37,1.18
ICSH,IWM,119,61,58,0,0.0,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.08196721311475409,0.0,0.08196721311475409,0.3114754098360656,0.01639344262295082,0.29508196721311475,0.3442622950819672,0.0,0.3442622950819672,0.0,0.0,0.0,,,,0.07,0.01,0.02
ICUI,IWM,24,7,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,,,,0.77,0.72,1.84
IDA,IWM,47,15,32,0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.0,0.3333333333333333,0.13333333333333333,0.2,0.4,0.2,0.2,0.0,0.0,0.0,,,,0.23,0.23,0.37
IDCC,SPY,45,17,28,0,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.5294117647058824,0.23529411764705882,0.29411764705882354,0.6470588235294118,0.17647058823529413,0.47058823529411764,0.0,0.0,0.0,,,,0.72,1.47,1.63
IDEF,SPY,11,7,4,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,0.5714285714285714,0.0,0.5714285714285714,0.0,0.0,0.0,,,,0.82,1.2,0.62
IDEV,SPY,58,17,41,0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.0,0.17647058823529413,0.11764705882352941,0.058823529411764705,0.23529411764705882,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,,,,0.9,0.94,0.45
IDMO,SPY,49,23,26,0,0.0,0.0,0.0,0.13043478260869565,0.0,0.13043478260869565,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.30434782608695654,0.21739130434782608,0.08695652173913043,0.34782608695652173,0.21739130434782608,0.13043478260869565,0.0,0.0,0.0,,,,0.86,0.92,0.48
IDR,GDX,67,37,30,0,0.0,0.0,0.0,0.4594594594594595,0.24324324324324326,0.21621621621621623,0.24324324324324326,0.16216216216216217,0.08108108108108109,0.4864864864864865,0.40540540540540543,0.08108108108108109,0.6756756756756757,0.4594594594594595,0.21621621621621623,0.0,0.0,0.0,,,,0.58,0.43,3.62
IDRV,SPY,15,2,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,,,,0.83,1.47,0.93
IDT,SPY,22,7,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,0.0,0.0,,,,0.42,0.39,0.87
IDU,IWM,27,6,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,,,,0.64,0.25,0.28
IDV,SPY,62,20,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.35,0.2,0.15,0.35,0.2,0.15,0.0,0.0,0.0,,,,0.77,0.57,0.45
IDVO,SPY,44,18,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5555555555555556,0.16666666666666666,0.3888888888888889,0.5555555555555556,0.16666666666666666,0.3888888888888889,0.0,0.0,0.0,,,,0.9,1.01,0.45
IDXX,SPY,33,10,23,0,0.1,0.1,0.0,0.4,0.3,0.1,0.4,0.1,0.3,0.6,0.4,0.2,0.7,0.4,0.3,0.0,0.0,0.0,,,,0.81,0.72,1.4
IDYA,IWM,93,48,45,0,0.0,0.0,0.0,0.3333333333333333,0.1875,0.14583333333333334,0.6041666666666666,0.125,0.4791666666666667,0.7708333333333334,0.5,0.2708333333333333,0.8541666666666666,0.375,0.4791666666666667,0.0,0.0,0.0,,,,0.72,0.92,1.21
IEF,SPY,119,64,55,0,0.03125,0.015625,0.015625,0.421875,0.3125,0.109375,0.1875,0.046875,0.140625,0.28125,0.171875,0.109375,0.5,0.328125,0.171875,0.0,0.0,0.0,,,,0.29,0.08,0.19
IEFA,SPY,84,42,42,0,0.023809523809523808,0.0,0.023809523809523808,0.16666666666666666,0.16666666666666666,0.0,0.19047619047619047,0.07142857142857142,0.11904761904761904,0.2619047619047619,0.16666666666666666,0.09523809523809523,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.0,0.0,0.0,,,,0.9,0.96,0.47
IEI,SPY,115,62,53,0,0.0,0.0,0.0,0.22580645161290322,0.16129032258064516,0.06451612903225806,0.11290322580645161,0.04838709677419355,0.06451612903225806,0.27419354838709675,0.12903225806451613,0.14516129032258066,0.3387096774193548,0.20967741935483872,0.12903225806451613,0.0,0.0,0.0,,,,0.29,0.05,0.12
IEMG,QQQ,91,45,46,0,0.044444444444444446,0.044444444444444446,0.0,0.2,0.1111111111111111,0.08888888888888889,0.2,0.08888888888888889,0.1111111111111111,0.4222222222222222,0.2,0.2222222222222222,0.4666666666666667,0.2222222222222222,0.24444444444444444,0.0,0.0,0.0,,,,0.89,1.22,0.75
IEO,IWM,32,11,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,,,,0.62,0.43,0.65
IESC,SPY,47,23,24,0,0.043478260869565216,0.0,0.043478260869565216,0.0,0.0,0.0,0.4782608695652174,0.043478260869565216,0.43478260869565216,0.34782608695652173,0.08695652173913043,0.2608695652173913,0.5217391304347826,0.043478260869565216,0.4782608695652174,0.0,0.0,0.0,,,,0.93,2.34,1.57
IETC,QQQ,44,26,18,0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.5,0.23076923076923078,0.2692307692307692,0.6153846153846154,0.38461538461538464,0.23076923076923078,0.6923076923076923,0.38461538461538464,0.3076923076923077,0.0,0.0,0.0,,,,0.98,1.28,0.89
IEUR,SPY,60,17,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.058823529411764705,0.17647058823529413,0.29411764705882354,0.11764705882352941,0.17647058823529413,0.0,0.0,0.0,,,,0.82,0.82,0.5
IEV,QQQ,47,14,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.35714285714285715,0.07142857142857142,0.5,0.2857142857142857,0.21428571428571427,0.0,0.0,0.0,,,,0.83,0.66,0.51
IEX,IWM,55,12,43,0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.5,0.25,0.25,0.5833333333333334,0.25,0.3333333333333333,0.0,0.0,0.0,,,,0.84,0.76,0.68
IEZ,QQQ,31,8,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.375,0.125,0.25,0.5,0.125,0.375,0.0,0.0,0.0,,,,0.8,0.65,0.73
IFF,IWM,87,33,54,0,0.0,0.0,0.0,0.06060606060606061,0.06060606060606061,0.0,0.24242424242424243,0.09090909090909091,0.15151515151515152,0.48484848484848486,0.36363636363636365,0.12121212121212122,0.5454545454545454,0.30303030303030304,0.24242424242424243,0.0,0.0,0.0,,,,0.59,0.6,0.59
IFN,SPY,30,17,13,0,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.11764705882352941,0.0,0.0,0.0,,,,0.37,0.19,0.54
IFRA,IWM,39,9,30,0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.5555555555555556,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,,,,0.97,0.68,0.43
IGF,SPY,62,18,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,,,,0.72,0.26,0.34
IGIB,SPY,105,50,55,0,0.0,0.0,0.0,0.02,0.0,0.02,0.04,0.02,0.02,0.2,0.12,0.08,0.22,0.1,0.12,0.0,0.0,0.0,,,,0.54,0.21,0.17
IGIC,SPY,15,9,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.48,0.18,0.78
IGLB,SPY,88,38,50,0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.02631578947368421,0.02631578947368421,0.0,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,,,,0.49,0.44,0.34
IGLD,IWM,63,33,30,0,0.030303030303030304,0.0,0.030303030303030304,0.09090909090909091,0.06060606060606061,0.030303030303030304,0.09090909090909091,0.0,0.09090909090909091,0.3333333333333333,0.2727272727272727,0.06060606060606061,0.3333333333333333,0.2727272727272727,0.06060606060606061,0.0,0.0,0.0,,,,0.45,0.26,0.72
IGM,QQQ,67,29,38,0,0.06896551724137931,0.0,0.06896551724137931,0.10344827586206896,0.034482758620689655,0.06896551724137931,0.3793103448275862,0.20689655172413793,0.1724137931034483,0.4827586206896552,0.3793103448275862,0.10344827586206896,0.5517241379310345,0.3103448275862069,0.2413793103448276,0.0,0.0,0.0,,,,0.99,1.35,0.84
IGOV,IWM,40,13,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,,,,0.26,0.12,0.36
IGPT,SPY,24,13,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.0,,,,0.95,2.23,1.09
IGSB,SPY,76,18,58,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,,,,0.74,0.07,0.07
IGV,SPY,113,57,56,0,0.0,0.0,0.0,0.3508771929824561,0.21052631578947367,0.14035087719298245,0.19298245614035087,0.017543859649122806,0.17543859649122806,0.43859649122807015,0.22807017543859648,0.21052631578947367,0.5614035087719298,0.2807017543859649,0.2807017543859649,0.0,0.0,0.0,,,,0.93,1.59,0.8
IHAK,SPY,36,20,16,0,0.0,0.0,0.0,0.05,0.0,0.05,0.15,0.05,0.1,0.35,0.15,0.2,0.35,0.1,0.25,0.0,0.0,0.0,,,,0.92,1.24,0.63
IHE,IWM,25,12,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.25,0.0,0.25,0.0,0.0,0.0,,,,0.53,0.22,0.35
IHF,SPY,65,30,35,0,0.0,0.0,0.0,0.1,0.06666666666666667,0.03333333333333333,0.3333333333333333,0.23333333333333334,0.1,0.4666666666666667,0.3333333333333333,0.13333333333333333,0.5,0.36666666666666664,0.13333333333333333,0.0,0.0,0.0,,,,0.63,0.47,0.7
IHG,IWM,77,43,34,0,0.0,0.0,0.0,0.11627906976744186,0.09302325581395349,0.023255813953488372,0.13953488372093023,0.09302325581395349,0.046511627906976744,0.23255813953488372,0.18604651162790697,0.046511627906976744,0.27906976744186046,0.23255813953488372,0.046511627906976744,0.0,0.0,0.0,,,,0.49,0.81,0.98
IHI,SPY,62,24,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.041666666666666664,0.20833333333333334,0.125,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.125,0.0,0.0,0.0,,,,0.54,0.31,0.49
IIPR,IWM,77,39,38,0,0.0,0.0,0.0,0.28205128205128205,0.10256410256410256,0.1794871794871795,0.23076923076923078,0.10256410256410256,0.1282051282051282,0.48717948717948717,0.28205128205128205,0.20512820512820512,0.6410256410256411,0.3333333333333333,0.3076923076923077,0.0,0.0,0.0,,,,0.72,0.59,0.74
IJH,IWM,84,42,42,0,0.0,0.0,0.0,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.40476190476190477,0.21428571428571427,0.19047619047619047,0.47619047619047616,0.2619047619047619,0.21428571428571427,0.0,0.0,0.0,,,,0.98,0.74,0.5
IJR,IWM,70,41,29,0,0.04878048780487805,0.04878048780487805,0.0,0.4146341463414634,0.3170731707317073,0.0975609756097561,0.34146341463414637,0.24390243902439024,0.0975609756097561,0.5609756097560976,0.36585365853658536,0.1951219512195122,0.6829268292682927,0.4878048780487805,0.1951219512195122,0.0,0.0,0.0,,,,0.98,0.84,0.56
IJS,IWM,40,15,25,0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.06666666666666667,0.6,0.4,0.2,0.6666666666666666,0.4,0.26666666666666666,0.0,0.0,0.0,,,,0.98,0.84,0.61
ILF,SPY,75,31,44,0,0.0,0.0,0.0,0.16129032258064516,0.03225806451612903,0.12903225806451613,0.2903225806451613,0.0967741935483871,0.1935483870967742,0.5483870967741935,0.41935483870967744,0.12903225806451613,0.6451612903225806,0.3870967741935484,0.25806451612903225,0.0,0.0,0.0,,,,0.9,0.96,0.61
ILMN,SPY,91,40,51,0,0.025,0.0,0.025,0.325,0.2,0.125,0.3,0.075,0.225,0.5,0.225,0.275,0.725,0.425,0.3,0.0,0.0,0.0,,,,0.83,1.1,1.36
IMAX,IWM,63,21,42,0,0.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.3333333333333333,0.047619047619047616,0.2857142857142857,0.6190476190476191,0.42857142857142855,0.19047619047619047,0.6666666666666666,0.38095238095238093,0.2857142857142857,0.0,0.0,0.0,,,,0.57,0.5,0.62
IMCR,SPY,36,17,19,0,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.4117647058823529,0.23529411764705882,0.17647058823529413,0.5882352941176471,0.23529411764705882,0.35294117647058826,0.7647058823529411,0.35294117647058826,0.4117647058823529,0.0,0.0,0.0,,,,0.62,0.57,0.6
IMNM,SPY,92,42,50,0,0.0,0.0,0.0,0.38095238095238093,0.09523809523809523,0.2857142857142857,0.23809523809523808,0.14285714285714285,0.09523809523809523,0.6190476190476191,0.2857142857142857,0.3333333333333333,0.7380952380952381,0.35714285714285715,0.38095238095238093,0.0,0.0,0.0,,,,0.65,1.19,1.47
IMO,XLE,47,2,45,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.94,0.89,0.55
IMOS,SPY,13,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,,,0.49,1.59,2.53
IMRA,QQQ,17,14,3,0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.14285714285714285,0.0,0.0,0.0,,,,0.74,2.28,2.11
IMSR,SPY,98,54,44,0,0.12962962962962962,0.05555555555555555,0.07407407407407407,0.5,0.2222222222222222,0.2777777777777778,0.25925925925925924,0.05555555555555555,0.2037037037037037,0.46296296296296297,0.14814814814814814,0.3148148148148148,0.6851851851851852,0.3148148148148148,0.37037037037037035,0.0,0.0,0.0,,,,0.62,4.12,4.69
IMST,IWM,36,25,11,0,0.0,0.0,0.0,0.04,0.04,0.0,0.28,0.08,0.2,0.32,0.08,0.24,0.36,0.12,0.24,0.0,0.0,0.0,,,,0.78,1.68,1.86
IMTM,QQQ,64,21,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,,,,0.82,0.63,0.53
IMVT,IWM,101,49,52,0,0.02040816326530612,0.02040816326530612,0.0,0.4897959183673469,0.22448979591836735,0.2653061224489796,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.40816326530612246,0.30612244897959184,0.8163265306122449,0.46938775510204084,0.3469387755102041,0.0,0.0,0.0,,,,0.81,0.99,0.89
INCO,QQQ,17,11,6,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,,,,0.24,0.37,0.68
INCY,QQQ,97,44,53,0,0.0,0.0,0.0,0.3181818181818182,0.09090909090909091,0.22727272727272727,0.20454545454545456,0.11363636363636363,0.09090909090909091,0.4772727272727273,0.36363636363636365,0.11363636363636363,0.6590909090909091,0.36363636363636365,0.29545454545454547,0.0,0.0,0.0,,,,0.44,0.37,0.57
INDA,SPY,99,57,42,0,0.07017543859649122,0.07017543859649122,0.0,0.2982456140350877,0.22807017543859648,0.07017543859649122,0.15789473684210525,0.12280701754385964,0.03508771929824561,0.19298245614035087,0.14035087719298245,0.05263157894736842,0.3333333333333333,0.24561403508771928,0.08771929824561403,0.0,0.0,0.0,,,,0.45,0.45,0.58
INDB,KRE,29,2,27,0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,,,,0.91,0.89,0.66
INDL,SPY,42,34,8,0,0.0,0.0,0.0,0.08823529411764706,0.0,0.08823529411764706,0.17647058823529413,0.029411764705882353,0.14705882352941177,0.23529411764705882,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.08823529411764706,0.2647058823529412,0.0,0.0,0.0,,,,0.62,1.32,1.07
INDV,IWM,41,19,22,0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.21052631578947367,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.47368421052631576,0.2631578947368421,0.21052631578947367,0.0,0.0,0.0,,,,0.41,0.34,2.44
INDY,SPY,49,29,20,0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.10344827586206896,0.0,0.10344827586206896,0.20689655172413793,0.10344827586206896,0.10344827586206896,0.27586206896551724,0.10344827586206896,0.1724137931034483,0.0,0.0,0.0,,,,0.54,0.49,0.55
INFA,IWM,74,18,56,0,0.0,0.0,0.0,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.2777777777777778,0.0,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,,,,0.25,0.0,0.12
INFY,IWM,110,58,52,0,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.13793103448275862,0.05172413793103448,0.08620689655172414,0.3103448275862069,0.1896551724137931,0.1206896551724138,0.4482758620689655,0.29310344827586204,0.15517241379310345,0.0,0.0,0.0,,,,0.42,0.29,0.91
ING,XLF,102,52,50,0,0.0,0.0,0.0,0.19230769230769232,0.1346153846153846,0.057692307692307696,0.1346153846153846,0.057692307692307696,0.07692307692307693,0.21153846153846154,0.11538461538461539,0.09615384615384616,0.28846153846153844,0.17307692307692307,0.11538461538461539,0.0,0.0,0.0,,,,0.52,1.11,1.1
INGR,IWM,49,10,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.3,0.2,0.1,0.0,0.0,0.0,,,,0.4,0.14,0.6
INKT,IWM,13,9,4,0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,,,,0.09,0.15,3.94
INMD,IWM,54,29,25,0,0.0,0.0,0.0,0.27586206896551724,0.20689655172413793,0.06896551724137931,0.2413793103448276,0.20689655172413793,0.034482758620689655,0.3448275862068966,0.27586206896551724,0.06896551724137931,0.5172413793103449,0.3793103448275862,0.13793103448275862,0.0,0.0,0.0,,,,0.77,0.46,1.47
INOD,SPY,125,65,60,0,0.24615384615384617,0.13846153846153847,0.1076923076923077,0.6615384615384615,0.4307692307692308,0.23076923076923078,0.23076923076923078,0.046153846153846156,0.18461538461538463,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.7230769230769231,0.4461538461538462,0.27692307692307694,0.0,0.0,0.0,,,,0.88,4.28,2.93
INR,XLE,35,10,25,0,0.0,0.0,0.0,0.1,0.0,0.1,0.6,0.1,0.5,0.7,0.6,0.1,0.7,0.2,0.5,0.0,0.0,0.0,,,,0.8,1.08,1.31
INSM,IWM,90,39,51,0,0.0,0.0,0.0,0.1282051282051282,0.10256410256410256,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.0,0.358974358974359,0.23076923076923078,0.1282051282051282,0.4358974358974359,0.28205128205128205,0.15384615384615385,0.0,0.0,0.0,,,,0.43,0.0,0.81
INSP,IWM,68,23,45,0,0.0,0.0,0.0,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.6956521739130435,0.5652173913043478,0.13043478260869565,0.7391304347826086,0.5652173913043478,0.17391304347826086,0.0,0.0,0.0,,,,0.57,0.7,1.4
INSW,SPY,45,23,22,0,0.0,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.0,0.08695652173913043,0.13043478260869565,0.08695652173913043,0.043478260869565216,0.17391304347826086,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,,,,0.15,0.06,1.07
INTA,IWM,64,22,42,0,0.0,0.0,0.0,0.22727272727272727,0.045454545454545456,0.18181818181818182,0.5454545454545454,0.18181818181818182,0.36363636363636365,0.7272727272727273,0.45454545454545453,0.2727272727272727,0.9090909090909091,0.36363636363636365,0.5454545454545454,0.0,0.0,0.0,,,,0.88,0.98,0.8
INTC,SPY,34,16,18,0,0.0625,0.0625,0.0,0.4375,0.25,0.1875,0.1875,0.125,0.0625,0.3125,0.1875,0.125,0.5625,0.3125,0.25,0.0,0.0,0.0,,,,0.62,0.48,3.78
INTL,SPY,13,10,3,0,0.0,0.0,0.0,0.5,0.1,0.4,0.7,0.3,0.4,0.9,0.4,0.5,1.0,0.4,0.6,0.0,0.0,0.0,,,,0.91,1.19,0.55
INTU,SPY,77,39,38,0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.2564102564102564,0.20512820512820512,0.05128205128205128,0.2564102564102564,0.10256410256410256,0.15384615384615385,0.48717948717948717,0.41025641025641024,0.07692307692307693,0.5897435897435898,0.41025641025641024,0.1794871794871795,0.0,0.0,0.0,,,,0.7,0.66,1.0
INTW,SPY,108,61,47,0,0.11475409836065574,0.03278688524590164,0.08196721311475409,0.6229508196721312,0.4918032786885246,0.13114754098360656,0.3442622950819672,0.2459016393442623,0.09836065573770492,0.45901639344262296,0.2459016393442623,0.21311475409836064,0.7049180327868853,0.5409836065573771,0.16393442622950818,0.0,0.0,0.0,,,,0.64,2.02,7.56
INVA,IWM,46,19,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,,,,-0.05,0.0,1.28
INVH,IWM,85,29,56,0,0.0,0.0,0.0,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.0,0.20689655172413793,0.034482758620689655,0.1724137931034483,0.2413793103448276,0.06896551724137931,0.1724137931034483,0.0,0.0,0.0,,,,-0.1,0.03,0.41
INVX,XLE,43,7,36,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0.5714285714285714,0.8571428571428571,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,,,,0.9,1.65,1.19
IONL,QQQ,115,65,50,0,0.16923076923076924,0.12307692307692308,0.046153846153846156,0.4461538461538462,0.2,0.24615384615384617,0.3230769230769231,0.046153846153846156,0.27692307692307694,0.5076923076923077,0.12307692307692308,0.38461538461538464,0.7538461538461538,0.27692307692307694,0.47692307692307695,0.0,0.0,0.0,,,,0.83,5.58,5.3
