ticker,bench,events_total,events_pre_total,events_intra_total,events_post_total,blue_any_rate,blue_hard_rate,blue_soft_rate,ark_any_rate,ark_hard_rate,ark_soft_rate,print_any_rate,print_hard_rate,print_soft_rate,open_any_rate,open_hard_rate,open_soft_rate,global_any_rate,global_hard_rate,global_soft_rate,intra_any_rate,intra_hard_rate,intra_soft_rate,post_any_rate,post_hard_rate,post_soft_rate,corr,beta,sigma
C,SPY,112,65,47,0,0.5384615384615384,0.36923076923076925,0.16923076923076924,0.8615384615384616,0.7384615384615385,0.12307692307692308,0.4461538461538462,0.16923076923076924,0.27692307692307694,0.7230769230769231,0.46153846153846156,0.26153846153846155,0.9538461538461539,0.8,0.15384615384615385,0.0,0.0,0.0,,,,0.92,1.0,0.57
CAAP,SPY,18,11,7,0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.45454545454545453,0.09090909090909091,0.0,0.0,0.0,,,,0.67,0.76,2.19
CABO,IWM,21,11,10,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,,,,0.48,0.32,0.96
CACC,SPY,30,10,20,0,0.0,0.0,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.0,0.0,,,,0.74,0.81,0.97
CACI,IWM,47,21,26,0,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.23809523809523808,0.23809523809523808,0.0,0.0,0.0,0.0,,,,0.54,0.42,0.72
CADE,KRE,39,7,32,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.0,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,,,,0.95,0.98,0.77
CAE,SPY,61,21,40,0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.23809523809523808,0.7619047619047619,0.2857142857142857,0.47619047619047616,0.0,0.0,0.0,,,,0.87,1.05,0.68
CAG,IWM,119,63,56,0,0.015873015873015872,0.015873015873015872,0.0,0.30158730158730157,0.1746031746031746,0.12698412698412698,0.12698412698412698,0.06349206349206349,0.06349206349206349,0.42857142857142855,0.23809523809523808,0.19047619047619047,0.5396825396825397,0.2857142857142857,0.25396825396825395,0.0,0.0,0.0,,,,0.19,0.16,0.56
CAH,IWM,47,10,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.2,0.1,0.1,0.0,0.0,0.0,,,,0.19,0.02,1.35
CAI,SPY,82,45,37,0,0.0,0.0,0.0,0.24444444444444444,0.1111111111111111,0.13333333333333333,0.5111111111111111,0.08888888888888889,0.4222222222222222,0.7555555555555555,0.28888888888888886,0.4666666666666667,0.8444444444444444,0.3111111111111111,0.5333333333333333,0.0,0.0,0.0,,,,0.74,1.09,1.23
CAIE,SPY,38,23,15,0,0.0,0.0,0.0,0.17391304347826086,0.08695652173913043,0.08695652173913043,0.6956521739130435,0.21739130434782608,0.4782608695652174,0.782608695652174,0.43478260869565216,0.34782608695652173,0.8695652173913043,0.43478260869565216,0.43478260869565216,0.0,0.0,0.0,,,,0.93,1.1,0.51
CAKE,IWM,106,58,48,0,0.1724137931034483,0.08620689655172414,0.08620689655172414,0.5517241379310345,0.3793103448275862,0.1724137931034483,0.3275862068965517,0.06896551724137931,0.25862068965517243,0.5517241379310345,0.4482758620689655,0.10344827586206896,0.7931034482758621,0.5172413793103449,0.27586206896551724,0.0,0.0,0.0,,,,0.7,0.42,0.68
CAL,IWM,53,11,42,0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.5454545454545454,0.2727272727272727,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.36363636363636365,0.0,0.0,0.0,,,,0.8,1.36,2.03
CALF,IWM,64,14,50,0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,,,,0.92,0.53,0.45
CALM,IWM,66,27,39,0,0.0,0.0,0.0,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.2222222222222222,0.14814814814814814,0.07407407407407407,0.25925925925925924,0.18518518518518517,0.07407407407407407,0.0,0.0,0.0,,,,0.17,0.03,1.15
CALX,SPY,57,12,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,0.4166666666666667,0.0,0.0,0.0,,,,0.92,1.61,1.09
CAMT,QQQ,89,43,46,0,0.06976744186046512,0.023255813953488372,0.046511627906976744,0.2558139534883721,0.09302325581395349,0.16279069767441862,0.27906976744186046,0.06976744186046512,0.20930232558139536,0.32558139534883723,0.16279069767441862,0.16279069767441862,0.4418604651162791,0.16279069767441862,0.27906976744186046,0.0,0.0,0.0,,,,0.92,2.12,2.0
CANE,SPY,38,30,8,0,0.0,0.0,0.0,0.13333333333333333,0.1,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.1,0.2,0.16666666666666666,0.03333333333333333,0.3,0.2,0.1,0.0,0.0,0.0,,,,0.37,0.51,0.93
CAR,IWM,49,15,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,,,,0.64,0.55,1.3
CARG,SPY,67,15,52,0,0.0,0.0,0.0,0.2,0.0,0.2,0.26666666666666666,0.06666666666666667,0.2,0.6666666666666666,0.2,0.4666666666666667,0.7333333333333333,0.2,0.5333333333333333,0.0,0.0,0.0,,,,0.86,1.23,0.78
CARL,IWM,22,7,15,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,,,,0.25,0.29,1.74
CARR,IWM,97,50,47,0,0.02,0.0,0.02,0.26,0.18,0.08,0.3,0.18,0.12,0.48,0.4,0.08,0.7,0.48,0.22,0.0,0.0,0.0,,,,0.8,0.82,0.86
CARS,SPY,58,16,42,0,0.0,0.0,0.0,0.125,0.0,0.125,0.4375,0.25,0.1875,0.5,0.3125,0.1875,0.5625,0.3125,0.25,0.0,0.0,0.0,,,,0.79,1.17,1.9
CART,SPY,75,42,33,0,0.0,0.0,0.0,0.30952380952380953,0.2857142857142857,0.023809523809523808,0.30952380952380953,0.23809523809523808,0.07142857142857142,0.4523809523809524,0.3333333333333333,0.11904761904761904,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,,,,0.29,0.39,1.33
CASH,KRE,27,5,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.2,0.2,0.0,0.0,0.0,,,,0.89,0.62,0.43
CASY,SPY,35,12,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,,,,0.31,0.19,0.52
CAT,IWM,88,45,43,0,0.2222222222222222,0.15555555555555556,0.06666666666666667,0.4888888888888889,0.4222222222222222,0.06666666666666667,0.3111111111111111,0.17777777777777778,0.13333333333333333,0.6666666666666666,0.6,0.06666666666666667,0.8222222222222222,0.7111111111111111,0.1111111111111111,0.0,0.0,0.0,,,,0.9,0.93,1.09
CATY,KRE,22,1,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,0.9,0.83,0.6
CAVA,IWM,101,57,44,0,0.22807017543859648,0.17543859649122806,0.05263157894736842,0.7543859649122807,0.7192982456140351,0.03508771929824561,0.38596491228070173,0.19298245614035087,0.19298245614035087,0.5789473684210527,0.5087719298245614,0.07017543859649122,0.8421052631578947,0.7719298245614035,0.07017543859649122,0.0,0.0,0.0,,,,0.79,0.93,1.43
CB,XLF,64,16,48,0,0.0,0.0,0.0,0.125,0.0625,0.0625,0.125,0.0,0.125,0.3125,0.3125,0.0,0.375,0.25,0.125,0.0,0.0,0.0,,,,0.24,0.58,0.59
CBIO,IWM,20,11,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.0,0.2727272727272727,0.36363636363636365,0.0,0.36363636363636365,0.0,0.0,0.0,,,,0.25,0.83,1.5
CBLL,IWM,43,14,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.6428571428571429,0.6428571428571429,0.14285714285714285,0.5,0.7142857142857143,0.07142857142857142,0.6428571428571429,0.0,0.0,0.0,,,,0.73,0.65,0.68
CBOE,XLF,55,9,46,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,,,,-0.05,0.03,0.49
CBRE,SPY,70,20,50,0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.15,0.2,0.55,0.4,0.15,0.55,0.35,0.2,0.0,0.0,0.0,,,,0.64,0.75,0.56
CBRL,IWM,99,48,51,0,0.0,0.0,0.0,0.5208333333333334,0.3125,0.20833333333333334,0.4166666666666667,0.1875,0.22916666666666666,0.5416666666666666,0.3541666666666667,0.1875,0.7083333333333334,0.4791666666666667,0.22916666666666666,0.0,0.0,0.0,,,,0.74,0.83,1.11
CBSH,KRE,47,3,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,,,,0.92,0.64,0.47
CBT,SPY,49,8,41,0,0.0,0.0,0.0,0.125,0.0,0.125,0.375,0.125,0.25,0.625,0.125,0.5,0.75,0.125,0.625,0.0,0.0,0.0,,,,0.8,1.04,0.74
CBZ,IWM,47,6,41,0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,,,,0.31,0.2,0.68
CC,IWM,119,65,54,0,0.0,0.0,0.0,0.38461538461538464,0.13846153846153847,0.24615384615384617,0.3076923076923077,0.03076923076923077,0.27692307692307694,0.5384615384615384,0.3076923076923077,0.23076923076923078,0.7692307692307693,0.3076923076923077,0.46153846153846156,0.0,0.0,0.0,,,,0.9,1.67,1.46
CCAP,SPY,32,14,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,,,,0.48,0.19,0.5
CCB,KRE,17,2,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,,,,0.88,0.84,0.73
CCCX,SPY,73,43,30,0,0.20930232558139536,0.11627906976744186,0.09302325581395349,0.7441860465116279,0.46511627906976744,0.27906976744186046,0.3023255813953488,0.06976744186046512,0.23255813953488372,0.5116279069767442,0.2558139534883721,0.2558139534883721,0.8372093023255814,0.46511627906976744,0.37209302325581395,0.0,0.0,0.0,,,,0.68,1.71,3.59
CCEP,IWM,111,58,53,0,0.0,0.0,0.0,0.15517241379310345,0.1206896551724138,0.034482758620689655,0.05172413793103448,0.017241379310344827,0.034482758620689655,0.3620689655172414,0.25862068965517243,0.10344827586206896,0.41379310344827586,0.29310344827586204,0.1206896551724138,0.0,0.0,0.0,,,,-0.21,-0.06,0.62
CCI,IWM,84,33,51,0,0.0,0.0,0.0,0.09090909090909091,0.030303030303030304,0.06060606060606061,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.30303030303030304,0.21212121212121213,0.09090909090909091,0.3333333333333333,0.18181818181818182,0.15151515151515152,0.0,0.0,0.0,,,,-0.28,-0.11,0.88
CCJ,SPY,117,64,53,0,0.296875,0.1875,0.109375,0.640625,0.53125,0.109375,0.25,0.078125,0.171875,0.53125,0.28125,0.25,0.828125,0.640625,0.1875,0.0,0.0,0.0,,,,0.85,2.32,2.61
CCK,IWM,48,10,38,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.4,0.3,0.1,0.4,0.1,0.3,0.0,0.0,0.0,,,,0.56,0.5,1.06
CCL,SPY,118,65,53,0,0.27692307692307694,0.23076923076923078,0.046153846153846156,0.8153846153846154,0.6615384615384615,0.15384615384615385,0.27692307692307694,0.09230769230769231,0.18461538461538463,0.5846153846153846,0.36923076923076925,0.2153846153846154,0.8923076923076924,0.7076923076923077,0.18461538461538463,0.0,0.0,0.0,,,,0.88,1.6,1.39
CCOI,IWM,35,10,25,0,0.1,0.1,0.0,0.3,0.3,0.0,0.4,0.4,0.0,0.4,0.4,0.0,0.6,0.6,0.0,0.0,0.0,0.0,,,,0.8,0.87,2.94
CCRN,IWM,21,7,14,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,,,,0.58,0.5,1.77
CCS,IWM,45,16,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.3125,0.0625,0.25,0.3125,0.0,0.3125,0.0,0.0,0.0,,,,0.65,0.94,1.11
CCSI,SPY,38,16,22,0,0.0625,0.0,0.0625,0.1875,0.0,0.1875,0.375,0.125,0.25,0.5,0.1875,0.3125,0.625,0.1875,0.4375,0.0,0.0,0.0,,,,0.89,1.47,0.87
CCUP,IWM,107,57,50,0,0.07017543859649122,0.017543859649122806,0.05263157894736842,0.5087719298245614,0.2982456140350877,0.21052631578947367,0.19298245614035087,0.017543859649122806,0.17543859649122806,0.45614035087719296,0.15789473684210525,0.2982456140350877,0.7368421052631579,0.3684210526315789,0.3684210526315789,0.0,0.0,0.0,,,,0.83,4.94,4.33
CDLR,QQQ,34,21,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,,,,0.4,0.28,1.54
CDNA,IWM,60,22,38,0,0.0,0.0,0.0,0.2727272727272727,0.22727272727272727,0.045454545454545456,0.3181818181818182,0.18181818181818182,0.13636363636363635,0.6818181818181818,0.6818181818181818,0.0,0.7272727272727273,0.5909090909090909,0.13636363636363635,0.0,0.0,0.0,,,,0.77,0.7,1.48
CDNS,SPY,104,53,51,0,0.22641509433962265,0.18867924528301888,0.03773584905660377,0.37735849056603776,0.32075471698113206,0.05660377358490566,0.22641509433962265,0.09433962264150944,0.1320754716981132,0.4339622641509434,0.24528301886792453,0.18867924528301888,0.6792452830188679,0.4528301886792453,0.22641509433962265,0.0,0.0,0.0,,,,0.86,1.58,1.15
CDP,SPY,47,10,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.3,0.3,0.0,0.3,0.2,0.1,0.0,0.0,0.0,,,,0.46,0.22,0.55
CDTX,IWM,16,11,5,0,0.09090909090909091,0.09090909090909091,0.0,0.36363636363636365,0.36363636363636365,0.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.8181818181818182,0.7272727272727273,0.09090909090909091,0.8181818181818182,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,,,,0.64,1.14,12.96
CDW,IWM,69,19,50,0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.631578947368421,0.42105263157894735,0.21052631578947367,0.631578947368421,0.3157894736842105,0.3157894736842105,0.0,0.0,0.0,,,,0.84,0.64,0.66
CDX,SPY,43,19,24,0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,,,,0.52,0.32,0.35
CE,IWM,100,45,55,0,0.044444444444444446,0.044444444444444446,0.0,0.3111111111111111,0.2,0.1111111111111111,0.3111111111111111,0.08888888888888889,0.2222222222222222,0.5555555555555556,0.4222222222222222,0.13333333333333333,0.7333333333333333,0.4,0.3333333333333333,0.0,0.0,0.0,,,,0.9,1.41,1.68
CECO,SPY,37,13,24,0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.7692307692307693,0.46153846153846156,0.3076923076923077,0.8461538461538461,0.6153846153846154,0.23076923076923078,0.8461538461538461,0.5384615384615384,0.3076923076923077,0.0,0.0,0.0,,,,0.9,1.51,2.4
CEF,IWM,89,54,35,0,0.0,0.0,0.0,0.24074074074074073,0.09259259259259259,0.14814814814814814,0.16666666666666666,0.037037037037037035,0.12962962962962962,0.35185185185185186,0.25925925925925924,0.09259259259259259,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,,,,0.52,0.94,1.16
CEFS,SPY,36,8,28,0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,,,,0.26,0.0,0.36
CEG,IWM,118,62,56,0,0.27419354838709675,0.24193548387096775,0.03225806451612903,0.6774193548387096,0.532258064516129,0.14516129032258066,0.27419354838709675,0.16129032258064516,0.11290322580645161,0.5645161290322581,0.4838709677419355,0.08064516129032258,0.8548387096774194,0.6774193548387096,0.1774193548387097,0.0,0.0,0.0,,,,0.91,1.35,1.32
CEGX,IWM,40,32,8,0,0.03125,0.0,0.03125,0.3125,0.125,0.1875,0.1875,0.0,0.1875,0.40625,0.125,0.28125,0.59375,0.25,0.34375,0.0,0.0,0.0,,,,0.91,2.91,2.75
CELC,SPY,57,30,27,0,0.0,0.0,0.0,0.36666666666666664,0.3,0.06666666666666667,0.5,0.4,0.1,0.8,0.6666666666666666,0.13333333333333333,0.8666666666666667,0.7666666666666667,0.1,0.0,0.0,0.0,,,,0.59,1.44,6.64
CELH,IWM,71,33,38,0,0.21212121212121213,0.18181818181818182,0.030303030303030304,0.7878787878787878,0.7272727272727273,0.06060606060606061,0.3939393939393939,0.2727272727272727,0.12121212121212122,0.5757575757575758,0.48484848484848486,0.09090909090909091,0.8787878787878788,0.7878787878787878,0.09090909090909091,0.0,0.0,0.0,,,,0.61,0.91,2.95
CENTA,IWM,36,5,31,0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.4,0.0,0.0,0.0,0.0,,,,0.52,0.11,0.46
CENX,IWM,109,52,57,0,0.019230769230769232,0.0,0.019230769230769232,0.3076923076923077,0.17307692307692307,0.1346153846153846,0.2692307692307692,0.07692307692307693,0.19230769230769232,0.36538461538461536,0.15384615384615385,0.21153846153846154,0.5576923076923077,0.3076923076923077,0.25,0.0,0.0,0.0,,,,0.86,1.99,1.89
CEP,BITO,77,56,21,0,0.0,0.0,0.0,0.5,0.30357142857142855,0.19642857142857142,0.26785714285714285,0.125,0.14285714285714285,0.5357142857142857,0.32142857142857145,0.21428571428571427,0.6964285714285714,0.4107142857142857,0.2857142857142857,0.0,0.0,0.0,,,,0.63,0.52,2.94
CEPI,IWM,41,23,18,0,0.0,0.0,0.0,0.2608695652173913,0.17391304347826086,0.08695652173913043,0.34782608695652173,0.043478260869565216,0.30434782608695654,0.43478260869565216,0.21739130434782608,0.21739130434782608,0.6521739130434783,0.30434782608695654,0.34782608695652173,0.0,0.0,0.0,,,,0.86,1.27,1.05
CEPO,BITO,80,52,28,0,0.0,0.0,0.0,0.11538461538461539,0.057692307692307696,0.057692307692307696,0.07692307692307693,0.0,0.07692307692307693,0.1346153846153846,0.057692307692307696,0.07692307692307693,0.15384615384615385,0.057692307692307696,0.09615384615384616,0.0,0.0,0.0,,,,0.1,0.05,0.35
CEPT,SPY,27,20,7,0,0.0,0.0,0.0,0.45,0.35,0.1,0.5,0.35,0.15,0.55,0.25,0.3,0.75,0.6,0.15,0.0,0.0,0.0,,,,0.46,0.62,1.12
CEPU,SPY,58,24,34,0,0.0,0.0,0.0,0.125,0.0,0.125,0.20833333333333334,0.08333333333333333,0.125,0.4166666666666667,0.2916666666666667,0.125,0.5416666666666666,0.20833333333333334,0.3333333333333333,0.0,0.0,0.0,,,,0.73,2.23,4.59
CEVA,SOXL,71,36,35,0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.19444444444444445,0.05555555555555555,0.1388888888888889,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.3611111111111111,0.1388888888888889,0.2222222222222222,0.0,0.0,0.0,,,,0.9,0.31,2.01
CF,XLE,77,27,50,0,0.0,0.0,0.0,0.07407407407407407,0.0,0.07407407407407407,0.2222222222222222,0.14814814814814814,0.07407407407407407,0.3333333333333333,0.18518518518518517,0.14814814814814814,0.48148148148148145,0.2962962962962963,0.18518518518518517,0.0,0.0,0.0,,,,0.75,0.59,0.66
CFG,KRE,63,19,44,0,0.05263157894736842,0.05263157894736842,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.15789473684210525,0.10526315789473684,0.6842105263157895,0.5263157894736842,0.15789473684210525,0.6842105263157895,0.47368421052631576,0.21052631578947367,0.0,0.0,0.0,,,,0.91,0.91,0.7
CFLT,SPY,118,64,54,0,0.1875,0.0625,0.125,0.6875,0.453125,0.234375,0.296875,0.15625,0.140625,0.4375,0.265625,0.171875,0.859375,0.5625,0.296875,0.0,0.0,0.0,,,,0.87,2.11,2.5
CG,SPY,98,35,63,0,0.0,0.0,0.0,0.17142857142857143,0.05714285714285714,0.11428571428571428,0.2857142857142857,0.11428571428571428,0.17142857142857143,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.6857142857142857,0.22857142857142856,0.45714285714285713,0.0,0.0,0.0,,,,0.94,2.09,1.21
CGBD,SPY,60,22,38,0,0.0,0.0,0.0,0.045454545454545456,0.0,0.045454545454545456,0.09090909090909091,0.0,0.09090909090909091,0.4090909090909091,0.22727272727272727,0.18181818181818182,0.4090909090909091,0.22727272727272727,0.18181818181818182,0.0,0.0,0.0,,,,0.72,0.38,0.4
CGBL,SPY,56,19,37,0,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.3157894736842105,0.21052631578947367,0.10526315789473684,0.0,0.0,0.0,,,,0.96,0.72,0.35
CGDV,SPY,90,48,42,0,0.020833333333333332,0.020833333333333332,0.0,0.3333333333333333,0.22916666666666666,0.10416666666666667,0.6041666666666666,0.2708333333333333,0.3333333333333333,0.7291666666666666,0.4375,0.2916666666666667,0.8125,0.4791666666666667,0.3333333333333333,0.0,0.0,0.0,,,,0.96,0.86,0.42
CGGR,SPY,64,18,46,0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,,,,0.98,1.45,0.68
CGNX,SPY,111,54,57,0,0.07407407407407407,0.0,0.07407407407407407,0.4444444444444444,0.2777777777777778,0.16666666666666666,0.37037037037037035,0.12962962962962962,0.24074074074074073,0.6481481481481481,0.35185185185185186,0.2962962962962963,0.7777777777777778,0.5,0.2777777777777778,0.0,0.0,0.0,,,,0.92,2.26,1.36
CGON,IWM,75,29,46,0,0.0,0.0,0.0,0.2413793103448276,0.06896551724137931,0.1724137931034483,0.4827586206896552,0.06896551724137931,0.41379310344827586,0.5862068965517241,0.27586206896551724,0.3103448275862069,0.7931034482758621,0.27586206896551724,0.5172413793103449,0.0,0.0,0.0,,,,0.78,1.29,1.32
CGW,SPY,13,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.25,0.0,0.25,0.0,0.0,0.0,,,,0.67,0.49,0.4
CHA,IWM,120,62,58,0,0.1774193548387097,0.12903225806451613,0.04838709677419355,0.6129032258064516,0.4032258064516129,0.20967741935483872,0.3548387096774194,0.1935483870967742,0.16129032258064516,0.5645161290322581,0.43548387096774194,0.12903225806451613,0.8709677419354839,0.5967741935483871,0.27419354838709675,0.0,0.0,0.0,,,,0.56,0.85,1.35
CHAT,SPY,117,64,53,0,0.015625,0.0,0.015625,0.296875,0.109375,0.1875,0.296875,0.015625,0.28125,0.40625,0.140625,0.265625,0.515625,0.140625,0.375,0.0,0.0,0.0,,,,0.96,2.64,1.29
CHAU,QQQ,106,62,44,0,0.12903225806451613,0.0967741935483871,0.03225806451612903,0.22580645161290322,0.16129032258064516,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.04838709677419355,0.08064516129032258,0.22580645161290322,0.16129032258064516,0.06451612903225806,0.0,0.0,0.0,,,,0.66,2.0,2.3
CHCO,KRE,23,2,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,,,,0.89,0.6,0.42
CHCT,IWM,47,16,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.3125,0.1875,0.125,0.375,0.25,0.125,0.0,0.0,0.0,,,,0.56,0.43,0.56
CHD,IWM,70,20,50,0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.35,0.25,0.1,0.35,0.15,0.2,0.0,0.0,0.0,,,,-0.58,-0.27,0.91
CHDN,IWM,56,12,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.3333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,,,,0.72,0.33,0.8
CHE,SPY,34,19,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,,,,-0.02,0.1,0.58
CHEF,IWM,38,10,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,,,,0.26,0.1,1.14
CHH,IWM,41,5,36,0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,,,,0.41,0.18,0.55
